Open Street (yes/no), Latitude, Longitude 
no,-73.942604,40.83718
no,-73.75603,40.595203
no,-73.76656,40.66786
no,-73.81117,40.788525
no,-73.895226,40.70836
no,-73.93416,40.58503
no,-73.94045,40.743645
yes,-73.99207,40.725643
no,-73.96418,40.792362
no,-73.91639,40.764534
no,-73.846375,40.877033
no,-73.99569,40.645386
no,-73.99382,40.746616
no,-73.76093,40.666348
no,-73.95705,40.661964
no,-73.91129,40.83283
no,-73.83769,40.58063
no,-73.86823,40.827423
no,-73.846375,40.877033
no,-73.901024,40.88518
no,-74.00592,40.72225
no,-73.99878,40.640858
no,-73.89694,40.767056
no,-73.90383,40.774685
no,-73.747284,40.66546
no,-73.75551,40.66584
no,-74.09126,40.590584
no,-74.100914,40.59102
no,-73.89252,40.7478
no,-73.884514,40.739235
no,-73.88104,40.6645
no,-73.84652,40.70789
no,-73.89032,40.70376
no,-73.887794,40.87074
no,-73.91591,40.82017
no,-74.106674,40.6354
no,-73.918304,40.66116
no,-73.7058,40.7516
no,-73.75865,40.68102
no,-73.803894,40.7749
no,-73.819176,40.78025
no,-73.78998,40.730923
no,-73.70099,40.738895
no,-73.83461,40.70617
no,-73.92991,40.616295
no,-73.85099,40.666237
no,-73.834656,40.667114
no,-73.90002,40.734848
no,-73.85249,40.675285
no,-74.00193,40.606823
no,-73.99397,40.612175
no,-73.92092,40.6606
no,-73.82427,40.751835
no,-73.88208,40.74783
no,-73.87187,40.85401
no,-73.825165,40.836502
no,-73.95576,40.622265
no,-73.98723,40.631145
no,-73.91153,40.78012
no,-73.82443,40.760994
no,-73.74939,40.75087
no,-73.86536,40.651863
no,-73.90538,40.63968
no,-73.95411,40.68431
no,-73.96478,40.683037
no,-73.92745,40.742123
no,-73.91443,40.713425
no,-73.89737,40.694107
no,-73.76714,40.682358
no,-73.81765,40.776398
no,-73.75849,40.761993
no,-73.77717,40.722343
no,-74.02161,40.6446
no,-73.939255,40.80765
no,-73.94079,40.70322
no,-73.74164,40.714787
no,-73.8263,40.712357
no,-74.00632,40.714165
no,-73.960205,40.698463
no,-74.00985,40.711933
no,-73.913895,40.828457
no,-73.87091,40.830563
no,-73.830574,40.85551
no,-73.92822,40.816532
no,-73.92071,40.816845
no,-73.92238,40.83611
no,-73.90692,40.65473
no,-73.93917,40.596115
no,-74.01635,40.630283
no,-74.02893,40.621403
no,-73.9951,40.645947
no,-73.97048,40.62418
no,-73.979294,40.636414
no,-73.947365,40.65728
no,-73.871864,40.853706
no,-73.9544,40.80066
no,-73.966606,40.79158
no,-73.94478,40.808735
no,-73.73737,40.7241
no,-73.73857,40.666397
no,-73.83052,40.77304
no,-73.74101,40.695408
no,-73.81409,40.69773
no,-73.73709,40.665245
no,-73.763565,40.699177
no,-73.92606,40.697998
no,-73.951126,40.710957
no,-73.878456,40.68719
no,-73.81687,40.75887
no,-73.80952,40.7613
no,-73.861595,40.734768
no,-73.86149,40.879814
no,-73.86375,40.881886
no,-73.90778,40.859604
no,-73.95367,40.682114
no,-74.10253,40.634663
no,-73.96508,40.595715
no,-73.84709,40.688652
no,-73.79832,40.71287
no,-73.76402,40.713318
no,-73.88868,40.871494
no,-73.92122,40.86769
no,-73.92312,40.867012
no,-73.94539,40.841843
no,-73.9892,40.778645
no,-74.00471,40.74189
no,-73.89869,40.639286
no,-73.968666,40.61462
no,-73.8267,40.721226
no,-73.88065,40.876484
no,-73.82754,40.722523
no,-73.97737,40.78956
no,-73.88941,40.68014
no,-74.101234,40.582188
no,-73.950455,40.684734
no,-73.9544,40.68578
no,-73.955376,40.699177
no,-73.95067,40.728992
no,-73.75376,40.60071
no,-73.75887,40.651394
no,-73.8002,40.72294
no,-73.81662,40.703163
no,-73.99327,40.72235
no,-73.99177,40.68481
no,-73.95978,40.69642
no,-73.95299,40.72699
no,-73.92681,40.853714
no,-73.93286,40.839924
no,-73.89146,40.65822
no,-73.987785,40.74977
no,-73.93124,40.659584
no,-73.846,40.896496
no,-73.861206,40.8946
no,-73.86706,40.87642
no,-73.86074,40.739635
no,-73.87626,40.748436
no,-73.951324,40.689133
no,-73.87989,40.674255
no,-73.907745,40.826492
no,-73.959305,40.609062
no,-73.93894,40.634537
no,-73.88369,40.647625
no,-73.9004,40.66701
no,-73.93336,40.758274
no,-73.725525,40.653717
no,-73.91557,40.829002
yes,-74.07601,40.627167
no,-73.72826,40.711227
no,-73.73834,40.690777
no,-73.72793,40.67234
no,-73.73402,40.6952
no,-73.87388,40.8304
no,-73.867714,40.8252
no,-73.89333,40.817875
no,-73.89204,40.81711
no,-73.963,40.673836
no,-73.870155,40.87831
no,-73.86339,40.876408
no,-73.87596,40.879864
no,-73.8383,40.75564
no,-73.97004,40.643513
no,-74.00819,40.61613
no,-73.887665,40.76296
no,-73.91355,40.753468
no,-73.91024,40.752975
no,-73.87693,40.748367
no,-73.89807,40.76805
no,-73.88059,40.75607
no,-73.960014,40.68888
no,-73.91344,40.769897
no,-73.92725,40.75967
no,-73.92539,40.76197
no,-73.91889,40.742306
no,-73.927155,40.76844
no,-73.79824,40.688957
no,-73.75427,40.597317
no,-73.774704,40.68049
no,-74.110146,40.56431
no,-73.70682,40.75333
no,-73.71352,40.73817
no,-73.83258,40.769352
no,-74.13789,40.627453
no,-74.07583,40.638515
no,-73.80799,40.71582
no,-73.74051,40.703434
no,-73.76303,40.70969
no,-73.72985,40.665558
no,-73.7482,40.72621
no,-73.79204,40.696243
no,-73.923836,40.699627
no,-73.88885,40.67425
no,-73.92228,40.69644
no,-73.93601,40.697407
no,-73.94513,40.708626
no,-73.943245,40.707592
no,-73.89714,40.67944
yes,-73.924545,40.709927
no,-73.92116,40.692795
no,-73.997345,40.723408
no,-73.91256,40.703873
no,-73.9956,40.72819
no,-73.9381,40.69289
no,-73.99678,40.72543
no,-73.988205,40.718555
no,-73.99195,40.687313
yes,-73.95191,40.704414
no,-73.99788,40.682957
no,-74.000534,40.71843
no,-73.9749,40.719547
no,-73.984116,40.785492
no,-73.944885,40.83406
no,-73.93257,40.839825
no,-73.88105,40.82843
no,-73.93886,40.844677
no,-73.94895,40.83687
no,-73.88418,40.839294
no,-73.88535,40.83879
no,-73.909706,40.824398
no,-73.88389,40.84183
no,-73.88036,40.84009
no,-73.913635,40.826923
no,-73.86366,40.83265
no,-73.837654,40.830402
no,-73.90933,40.88134
no,-73.82854,40.85227
no,-73.8224,40.828445
no,-73.87238,40.860836
no,-73.85409,40.84062
no,-73.835365,40.844604
no,-73.85104,40.831924
no,-73.90168,40.91222
no,-73.88313,40.80899
no,-73.82606,40.88653
no,-73.82431,40.824932
no,-73.847984,40.832336
no,-73.844734,40.847034
no,-73.8542,40.836147
no,-73.93144,40.81175
no,-73.930824,40.82214
yes,-73.90862,40.80905
no,-73.924164,40.817738
no,-73.91417,40.84518
no,-73.928764,40.822838
no,-73.916855,40.84506
no,-73.76858,40.73769
no,-73.930016,40.83829
no,-73.89381,40.747692
no,-73.930984,40.826622
no,-73.93091,40.816177
no,-73.94349,40.796074
no,-73.82208,40.761623
no,-73.74572,40.75158
no,-73.92797,40.842503
no,-73.88117,40.68135
no,-73.83405,40.710026
no,-73.80445,40.666462
no,-73.90905,40.86268
no,-73.92264,40.668373
no,-74.08729,40.63781
no,-73.881096,40.763348
no,-73.95049,40.851303
no,-73.767525,40.713966
no,-73.761,40.666233
no,-74.00891,40.629215
no,-73.94045,40.743645
no,-73.91987,40.711452
no,-73.83127,40.71444
no,-73.73586,40.713303
no,-73.84454,40.86012
no,-73.91878,40.8451
no,-73.92037,40.837425
no,-73.911354,40.804993
no,-73.83824,40.57948
no,-73.9034,40.876877
no,-73.88987,40.83613
no,-73.9073,40.856403
no,-74.00232,40.682037
no,-73.957214,40.663517
no,-73.9669,40.63275
no,-73.89564,40.67867
no,-73.96239,40.609985
no,-73.93896,40.687557
no,-73.94152,40.790222
no,-73.98717,40.69496
no,-73.94853,40.744656
no,-73.925255,40.73244
no,-73.88764,40.680405
no,-73.91852,40.694305
no,-73.9043,40.69328
no,-73.82208,40.761623
no,-73.930695,40.820515
no,-73.83076,40.755745
no,-73.994736,40.63659
no,-73.9555,40.62095
no,-73.99944,40.634884
no,-73.991936,40.642204
no,-73.89323,40.859875
no,-74.12921,40.63101
no,-73.75319,40.712055
no,-73.90142,40.653896
no,-73.90731,40.656273
no,-74.1759,40.62308
no,-73.96093,40.61276
no,-73.8387,40.759945
no,-73.91792,40.870922
no,-73.84094,40.859333
no,-73.82084,40.8266
no,-73.91277,40.676445
no,-74.00069,40.661163
no,-73.93368,40.773006
no,-73.9408,40.76139
no,-73.93441,40.746033
no,-73.92077,40.71382
no,-74.15284,40.60895
no,-74.133194,40.55234
no,-74.18079,40.52713
no,-74.116844,40.611427
no,-74.110146,40.56431
no,-74.207,40.541744
no,-74.1158,40.60686
no,-74.15737,40.54449
no,-73.79159,40.698494
no,-73.81642,40.709866
no,-73.91551,40.692593
no,-73.91557,40.69969
no,-73.99882,40.723022
no,-73.855896,40.840393
no,-73.88152,40.840664
no,-73.89333,40.817875
no,-73.9087,40.83394
no,-73.895805,40.88643
no,-73.87244,40.856323
no,-73.8383,40.84063
no,-73.91091,40.88038
no,-73.84604,40.828022
no,-73.84859,40.730946
no,-73.86665,40.733376
no,-73.89523,40.66937
no,-73.88637,40.661427
no,-73.84518,40.711063
no,-73.81718,40.727272
no,-73.85915,40.703484
no,-73.94641,40.648285
no,-73.92019,40.646923
no,-73.93003,40.80119
no,-73.870346,40.87835
no,-73.85642,40.889008
no,-73.905136,40.85053
no,-73.94738,40.810276
no,-73.72985,40.665558
no,-73.92745,40.635258
no,-73.93829,40.7963
no,-73.88486,40.767567
no,-73.7961,40.703293
no,-73.914,40.769703
no,-73.78805,40.703556
no,-73.78745,40.711887
no,-73.91901,40.770306
no,-73.92317,40.713966
no,-73.92338,40.753593
no,-73.90161,40.746906
no,-73.934784,40.73555
no,-73.85981,40.83275
no,-73.84808,40.85283
no,-73.850266,40.830112
no,-73.848854,40.68816
no,-73.95744,40.63679
no,-73.949776,40.65264
no,-73.95349,40.667866
no,-73.73895,40.653023
no,-73.87821,40.748245
no,-73.91399,40.84543
no,-73.92762,40.676445
no,-73.925735,40.68457
no,-73.93336,40.758274
no,-73.925934,40.827812
no,-73.94155,40.585228
no,-73.99418,40.766502
no,-73.88277,40.82325
no,-73.91476,40.8252
no,-73.875084,40.836754
no,-73.8718,40.830303
no,-73.85856,40.84187
no,-73.84336,40.865208
no,-73.97009,40.643745
no,-73.994,40.629776
no,-73.91923,40.637814
no,-73.950005,40.767612
no,-73.92827,40.650227
no,-74.00033,40.674423
no,-73.949974,40.69528
no,-73.913925,40.67413
no,-73.926414,40.67213
no,-73.91647,40.676647
no,-73.98415,40.579052
no,-73.76066,40.713455
no,-73.88788,40.67046
no,-73.93313,40.69579
no,-73.89038,40.676594
no,-73.94473,40.783245
no,-73.82755,40.728863
no,-73.99434,40.6406
no,-73.988075,40.61785
no,-73.90329,40.84869
no,-73.96652,40.808224
no,-73.94275,40.799984
no,-73.825676,40.700954
no,-73.809006,40.764038
no,-73.9339,40.66895
no,-73.863716,40.81908
no,-73.84859,40.730946
no,-73.956276,40.813374
no,-73.8614,40.734978
no,-73.86439,40.757694
no,-73.98453,40.696033
no,-73.74429,40.765358
no,-73.802795,40.707714
no,-73.82414,40.793198
no,-73.793045,40.71071
no,-73.74191,40.755203
no,-73.99004,40.687363
no,-73.99319,40.752563
no,-73.97371,40.79458
no,-73.9546,40.61617
no,-73.94913,40.613052
no,-73.9782,40.623882
no,-73.93623,40.81467
no,-73.87378,40.74455
no,-73.82827,40.878468
no,-73.76162,40.679737
no,-74.13265,40.563503
no,-73.97528,40.696213
no,-73.93587,40.677773
no,-73.8947,40.742573
no,-73.92155,40.716793
no,-73.91363,40.706314
no,-73.89895,40.746235
no,-73.75911,40.606087
no,-73.7801,40.679264
no,-73.738716,40.65732
no,-73.818855,40.693382
no,-74.19731,40.54326
no,-73.79566,40.773037
no,-73.739685,40.74925
no,-73.83911,40.76555
no,-73.77717,40.722343
no,-73.72815,40.7418
no,-73.84458,40.708004
no,-73.788506,40.757874
no,-74.00004,40.577244
no,-74.07557,40.642746
no,-73.9154,40.687935
no,-73.757324,40.72662
no,-73.73531,40.7185
no,-73.74148,40.701187
no,-73.7623,40.690918
no,-73.75324,40.680115
no,-73.775826,40.70537
no,-73.898834,40.642002
no,-73.8989,40.73842
no,-73.85964,40.713596
no,-73.91893,40.732033
no,-73.85092,40.71047
no,-73.94901,40.823315
no,-73.84773,40.66997
no,-73.83405,40.710026
no,-74.01286,40.628204
no,-74.010826,40.6067
no,-74.01734,40.63073
no,-73.945625,40.60476
no,-73.94792,40.616898
no,-73.96659,40.76155
no,-73.97011,40.76537
no,-73.9528,40.76817
no,-73.91956,40.641186
no,-73.95756,40.63176
no,-73.950676,40.643127
no,-73.96525,40.65174
no,-73.98294,40.669243
no,-73.92431,40.628387
no,-73.91474,40.6481
no,-74.00825,40.6402
no,-73.92835,40.668648
no,-73.92248,40.670116
no,-74.01708,40.647346
no,-73.925606,40.668495
no,-73.8507,40.875484
no,-73.842415,40.868473
no,-73.84289,40.895805
no,-73.85892,40.89063
no,-73.85682,40.8883
no,-73.86494,40.88065
no,-73.89323,40.859875
no,-73.85335,40.84247
no,-73.881516,40.846066
no,-73.89965,40.86221
no,-73.894066,40.86235
no,-73.90047,40.856594
no,-73.942726,40.811565
no,-73.9949,40.715836
no,-73.75603,40.595203
no,-73.85158,40.750515
no,-73.85171,40.741173
no,-73.872536,40.84075
no,-73.9177,40.767353
no,-73.84767,40.683792
no,-73.77991,40.69722
no,-73.76001,40.72176
no,-73.91608,40.7699
no,-73.931694,40.76812
no,-73.92591,40.77226
no,-73.91689,40.735336
no,-74.12339,40.629475
no,-73.81707,40.68899
no,-73.80625,40.69474
no,-73.810165,40.691868
no,-73.80121,40.695335
no,-74.13898,40.61619
no,-74.151505,40.61806
no,-73.74088,40.75197
no,-73.81056,40.666332
no,-73.82814,40.763958
no,-73.902725,40.85185
no,-74.1229,40.606262
no,-73.76464,40.760975
no,-73.83625,40.72277
no,-73.99277,40.613335
no,-73.923744,40.74169
no,-73.94476,40.71976
no,-73.80468,40.72291
no,-73.83431,40.75829
no,-73.82787,40.76536
no,-73.77834,40.767952
no,-73.846115,40.778603
no,-73.738014,40.73326
no,-73.997345,40.598553
no,-73.91361,40.6993
no,-73.94632,40.700214
no,-74.00407,40.713135
no,-73.942825,40.72114
no,-73.999344,40.69168
no,-73.854126,40.881634
no,-73.846375,40.877033
no,-73.862175,40.880898
no,-73.95147,40.68986
no,-73.95322,40.638065
no,-74.00731,40.654705
no,-73.86405,40.73716
no,-73.92047,40.830914
no,-73.75729,40.72257
no,-73.920395,40.732937
no,-73.79171,40.666306
no,-73.83343,40.685566
no,-73.980606,40.57934
no,-74.07699,40.637794
no,-73.74823,40.70969
no,-73.83846,40.726814
no,-73.87539,40.730637
no,-73.98608,40.726543
no,-73.99046,40.77161
no,-73.877525,40.64404
no,-73.861465,40.667923
no,-73.90536,40.836506
no,-73.90649,40.846733
no,-73.913185,40.86157
no,-73.783264,40.752888
no,-73.81876,40.787678
no,-73.97622,40.579826
no,-74.18271,40.596622
no,-74.10526,40.585922
no,-74.109055,40.57431
no,-73.92276,40.667095
no,-73.90765,40.850857
no,-73.989174,40.688614
no,-73.91707,40.86369
no,-73.9715,40.693188
yes,-73.94419,40.684704
no,-74.12747,40.600426
no,-73.94135,40.685028
no,-73.93826,40.745068
no,-73.89063,40.691433
no,-73.738716,40.65732
no,-73.76634,40.681988
no,-74.1766,40.558197
no,-73.80987,40.698055
no,-74.14518,40.591816
no,-73.76508,40.72634
no,-73.73399,40.71581
no,-73.74481,40.72994
no,-73.91907,40.687782
no,-73.904884,40.681946
no,-73.967735,40.697716
no,-74.01151,40.702957
no,-73.99375,40.715446
no,-73.96058,40.702614
no,-73.89491,40.820988
no,-73.907005,40.818336
no,-73.90062,40.822105
no,-73.84954,40.825455
no,-73.94345,40.784985
no,-73.92515,40.81214
no,-73.87227,40.734737
no,-73.887474,40.74561
no,-73.99032,40.76161
no,-73.89262,40.636414
no,-73.89488,40.73221
no,-73.99309,40.61626
no,-74.01404,40.624294
no,-73.92309,40.63791
no,-73.95631,40.65505
no,-73.94675,40.626022
no,-73.97735,40.638065
no,-73.91762,40.666046
no,-73.95051,40.669857
no,-73.91117,40.66381
no,-73.92012,40.668377
no,-73.91703,40.67069
no,-73.94671,40.797447
no,-73.904884,40.681946
no,-73.88774,40.877033
no,-73.9084,40.824783
no,-73.99266,40.737328
no,-73.90929,40.643204
no,-73.75555,40.60098
no,-73.81409,40.69773
no,-74.13208,40.6227
no,-73.835434,40.762104
no,-73.99177,40.68481
no,-73.891655,40.65993
no,-73.90341,40.633434
no,-73.90235,40.642574
no,-73.85755,40.57204
no,-73.89931,40.711082
no,-73.83131,40.88471
no,-73.8293,40.885406
no,-73.84018,40.888687
no,-73.906105,40.877068
no,-73.911804,40.861744
no,-73.90463,40.847393
no,-73.826614,40.721355
no,-73.84902,40.823257
no,-73.80612,40.75171
no,-73.84172,40.691643
no,-74.08945,40.60769
no,-74.116844,40.611427
no,-73.769585,40.698566
no,-73.75647,40.671684
no,-73.730675,40.691948
no,-73.96178,40.72035
no,-73.94224,40.7118
no,-73.96447,40.814404
no,-74.00472,40.731133
no,-73.89311,40.661835
no,-74.01051,40.613895
no,-73.871445,40.849403
no,-73.89736,40.85876
no,-73.92025,40.85288
no,-73.91088,40.77296
no,-73.85877,40.750717
no,-73.86665,40.74962
no,-73.75865,40.664745
no,-74.103874,40.567497
no,-73.75989,40.740314
no,-73.91451,40.82294
no,-73.8736,40.830906
no,-73.863144,40.830303
no,-73.86734,40.859573
no,-73.841835,40.846146
no,-73.82244,40.728
no,-73.95919,40.771694
no,-73.96922,40.640793
no,-74.12123,40.63422
no,-73.92844,40.6952
no,-73.9299,40.696003
no,-73.88153,40.75004
no,-73.94017,40.84883
no,-73.974754,40.745174
no,-73.86668,40.673542
no,-73.89551,40.66077
no,-73.887825,40.7672
no,-74.16689,40.560474
no,-74.12611,40.558403
no,-74.0973,40.610256
no,-73.79345,40.76076
no,-73.78024,40.69297
no,-73.89316,40.84316
no,-73.8288,40.860195
no,-73.93161,40.832314
no,-73.833115,40.754658
no,-73.82967,40.76189
no,-73.94877,40.643246
no,-73.96141,40.65217
no,-73.944695,40.627007
no,-73.90308,40.80988
no,-73.847664,40.773163
no,-73.83387,40.876022
no,-73.74114,40.69707
yes,-73.90962,40.775368
no,-73.976265,40.579212
no,-73.99594,40.59758
no,-73.997345,40.598553
no,-73.877144,40.771374
no,-73.93925,40.689022
no,-73.91725,40.74094
no,-73.94215,40.74889
no,-73.823845,40.6778
no,-73.77624,40.67997
no,-73.76626,40.66851
no,-73.773636,40.6674
no,-73.77755,40.77309
no,-73.7235,40.73738
no,-73.784454,40.777454
no,-73.86918,40.734135
no,-73.72269,40.734566
no,-73.802795,40.707714
no,-73.71354,40.72684
no,-73.83977,40.778614
no,-73.740654,40.703056
no,-73.80799,40.71582
no,-73.91276,40.646328
no,-73.72679,40.694035
no,-73.72855,40.670223
no,-73.98224,40.66214
no,-73.93586,40.639378
no,-73.84779,40.871277
no,-73.84064,40.890587
no,-73.86088,40.866634
no,-73.95452,40.810684
no,-73.945305,40.665985
no,-73.907646,40.641727
no,-73.86332,40.675323
no,-73.91835,40.735413
no,-73.90212,40.74573
no,-73.913704,40.76548
no,-73.93273,40.7697
no,-74.06685,40.61504
no,-73.92782,40.692772
no,-73.99404,40.72032
no,-73.900246,40.885876
no,-73.88751,40.82215
no,-73.866875,40.889217
no,-73.84277,40.74121
no,-73.88029,40.741295
yes,-73.97801,40.729427
no,-73.94827,40.638603
no,-73.911026,40.65295
no,-73.95583,40.650528
no,-74.01058,40.637962
no,-73.91478,40.839695
yes,-73.98818,40.748287
no,-73.99175,40.57343
no,-73.89962,40.740875
no,-73.86224,40.75092
no,-73.89737,40.694107
no,-73.92986,40.767326
no,-73.86672,40.692238
no,-73.83951,40.762737
no,-73.99798,40.67052
no,-74.12568,40.6043
no,-74.13254,40.552887
no,-74.15035,40.56894
no,-73.77981,40.710987
no,-73.981544,40.710716
no,-73.932335,40.846153
no,-73.88818,40.632435
no,-73.89652,40.670483
no,-73.89687,40.637657
no,-73.93247,40.618603
no,-73.94997,40.827103
no,-73.96894,40.747112
no,-73.846375,40.877033
no,-73.85623,40.887295
no,-73.87281,40.840866
no,-73.94506,40.802597
no,-73.95154,40.799458
no,-73.95571,40.814144
no,-73.93829,40.850906
no,-74.033875,40.616592
no,-73.77041,40.744644
no,-73.81152,40.75949
no,-73.86426,40.689587
no,-74.121735,40.574905
no,-73.90598,40.8385
no,-73.87532,40.76301
no,-74.07613,40.606182
no,-73.77229,40.772552
no,-74.02102,40.63347
no,-73.918304,40.66116
no,-73.78452,40.666786
no,-73.835594,40.770115
no,-73.8449,40.85025
no,-73.82162,40.674507
no,-73.96821,40.599834
no,-73.94227,40.80641
no,-73.87701,40.75644
no,-73.84603,40.741447
no,-73.84499,40.75482
no,-73.85833,40.750835
no,-73.9551,40.70138
no,-73.95338,40.699406
no,-73.8012,40.76018
no,-73.945786,40.595394
no,-73.92359,40.650517
no,-73.99977,40.658787
no,-73.917274,40.65733
no,-73.99002,40.67267
no,-73.93957,40.656063
no,-73.92897,40.656742
no,-73.882965,40.87305
no,-73.94697,40.653564
no,-73.903465,40.664974
no,-73.81975,40.674175
no,-73.78941,40.66684
no,-73.83544,40.680923
no,-73.76533,40.67969
no,-73.96087,40.70113
no,-74.01468,40.70983
no,-73.94469,40.83435
no,-73.89521,40.65769
no,-73.86205,40.666252
no,-73.96631,40.609554
no,-73.98665,40.604042
no,-73.98125,40.600838
no,-73.96385,40.76531
no,-74.01109,40.61334
no,-73.94322,40.815975
no,-73.93992,40.815403
no,-73.934296,40.822388
no,-73.81152,40.750454
no,-73.91228,40.875042
no,-73.9893,40.77872
no,-73.95051,40.669857
no,-73.92071,40.85214
no,-74.18657,40.603176
no,-73.879105,40.86804
no,-73.8262,40.861378
no,-73.85814,40.89204
no,-73.85111,40.881508
no,-73.97175,40.682644
no,-73.952995,40.678722
no,-73.996414,40.667915
no,-73.7934,40.593006
no,-73.78116,40.68286
no,-73.815384,40.66643
no,-73.76031,40.768814
no,-73.71284,40.736362
no,-73.77777,40.72632
no,-74.03465,40.6089
no,-74.116356,40.629833
no,-74.12667,40.62689
no,-73.78768,40.711433
no,-73.7531,40.694214
no,-73.73531,40.7185
no,-73.897484,40.67816
no,-73.896645,40.681885
no,-73.90332,40.677868
no,-73.9409,40.703915
no,-73.95729,40.714794
no,-73.90566,40.693092
no,-73.86157,40.901062
no,-73.83919,40.824696
no,-73.84105,40.828125
no,-73.97358,40.779476
no,-73.9275,40.843822
no,-73.90359,40.817574
no,-73.89617,40.646572
no,-73.837776,40.72545
no,-73.96294,40.75831
no,-73.90841,40.649387
no,-73.91968,40.66125
no,-74.02064,40.642174
no,-73.919975,40.669476
no,-73.88987,40.83613
no,-73.90561,40.85315
no,-73.89346,40.867294
no,-73.85335,40.84247
no,-73.85171,40.827076
no,-73.7747,40.76879
no,-73.99284,40.661907
no,-73.85912,40.66999
yes,-73.872696,40.755028
no,-73.96683,40.688087
no,-73.78889,40.751846
no,-73.746414,40.75619
no,-73.76935,40.760254
no,-73.817154,40.780087
no,-73.74317,40.75455
no,-73.94058,40.78503
no,-73.97166,40.76614
no,-73.92499,40.847897
no,-73.95662,40.626835
no,-73.9901,40.622787
no,-73.954956,40.777504
no,-73.897736,40.83648
no,-73.90255,40.860577
no,-73.94051,40.830513
no,-73.937416,40.810173
no,-73.90859,40.848022
no,-73.948074,40.745975
no,-73.90082,40.69874
no,-73.915276,40.754066
no,-73.92319,40.73974
no,-73.930504,40.696335
no,-73.91229,40.699436
no,-73.873726,40.67251
no,-73.9468,40.697903
no,-73.91469,40.69919
no,-73.84774,40.84996
no,-73.84463,40.84636
no,-73.92822,40.816532
no,-73.89084,40.660286
no,-73.92689,40.61895
no,-73.89275,40.651352
no,-73.855896,40.883858
no,-73.93039,40.651733
no,-74.12118,40.608833
no,-74.01062,40.65161
no,-73.780594,40.71343
no,-73.86291,40.749363
no,-73.83698,40.681988
no,-73.90329,40.84869
no,-73.91229,40.714172
no,-73.989624,40.70145
no,-73.99628,40.72195
no,-73.81881,40.674004
no,-73.83381,40.70023
no,-73.77949,40.678364
no,-73.80464,40.693638
no,-73.89589,40.82099
no,-73.908714,40.824066
no,-73.897255,40.81691
no,-73.898476,40.815426
no,-73.921394,40.851658
no,-73.82064,40.75887
no,-73.81589,40.762062
no,-73.97887,40.724083
no,-73.993935,40.647068
no,-73.952385,40.640705
no,-73.96008,40.656483
no,-73.97383,40.66822
no,-73.99751,40.657425
no,-73.95688,40.660442
no,-73.91387,40.666603
no,-73.9638,40.58425
no,-73.98311,40.71718
no,-73.992615,40.724136
no,-73.92277,40.817387
no,-73.92565,40.82113
no,-73.76626,40.66851
no,-73.96761,40.58036
no,-73.976265,40.579212
no,-73.96386,40.584137
no,-73.9605,40.7024
no,-74.001144,40.710175
no,-73.82108,40.83605
no,-73.83772,40.866024
no,-73.842445,40.66929
no,-73.86527,40.72154
no,-73.96526,40.604004
no,-73.91679,40.85821
no,-73.89426,40.843678
no,-73.907295,40.844883
no,-73.93436,40.82101
no,-73.872925,40.83942
no,-73.961975,40.759617
no,-73.969124,40.61701
no,-73.836426,40.82378
no,-73.99382,40.601948
no,-74.02016,40.635567
no,-73.998566,40.5751
no,-73.860306,40.867115
no,-73.99404,40.667847
no,-73.9553,40.6792
no,-73.94323,40.678173
no,-73.908966,40.70357
no,-73.86054,40.680134
no,-73.93581,40.755795
no,-73.93524,40.741135
no,-73.91082,40.67752
no,-73.99669,40.665142
yes,-73.98224,40.68672
no,-73.9339,40.67878
no,-73.920525,40.722977
no,-73.98129,40.685543
no,-73.78957,40.70722
no,-73.94154,40.67642
no,-73.925255,40.672062
no,-73.89566,40.742683
no,-73.92541,40.73811
no,-73.88517,40.691452
no,-73.92399,40.774612
no,-73.92253,40.760086
no,-73.925964,40.731304
no,-73.91901,40.758972
no,-73.9228,40.773964
no,-73.935234,40.696983
no,-73.95041,40.753014
no,-73.900246,40.885876
no,-73.83145,40.76657
no,-73.78894,40.693394
no,-73.80425,40.666855
no,-73.75551,40.66584
no,-73.75764,40.66645
no,-73.736534,40.664043
no,-73.74116,40.662773
no,-73.78285,40.699764
no,-73.84573,40.89327
no,-73.95769,40.68315
no,-73.81061,40.6996
no,-73.92726,40.6889
no,-73.99976,40.641464
no,-73.95826,40.706345
no,-73.82194,40.753166
no,-73.92439,40.853542
no,-73.86172,40.86124
no,-73.92904,40.816746
no,-73.91243,40.8047
no,-73.91503,40.83932
no,-73.74538,40.666405
no,-73.9956,40.60023
no,-74.11581,40.64164
no,-73.9132,40.818
no,-73.90806,40.816307
no,-73.883484,40.845493
no,-73.91662,40.82499
no,-73.88629,40.89238
no,-73.96102,40.774956
no,-73.94916,40.646885
no,-73.924255,40.64854
no,-73.909134,40.815937
no,-73.89536,40.74703
no,-73.96479,40.755756
no,-73.97302,40.76428
no,-73.87554,40.76423
no,-73.97898,40.763367
no,-74.100914,40.59102
no,-73.830505,40.71702
no,-73.91317,40.825455
no,-73.947235,40.79094
no,-73.922585,40.84474
no,-73.95464,40.639496
no,-73.9221,40.654327
no,-73.96067,40.660946
no,-73.89736,40.85876
no,-73.89741,40.867474
no,-73.92155,40.716793
no,-73.95548,40.598938
no,-73.998604,40.659912
no,-73.99313,40.589977
no,-73.93193,40.768394
yes,-73.88505,40.75373
no,-73.98682,40.699955
no,-73.86943,40.749157
no,-73.828255,40.86932
no,-73.97973,40.746403
